ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),Satellites in range,Temperature (F),Level (%),Voltage (Volt),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-3.8008,4.8147,5.6371,-2.972,6.9184,6.2828,-0.8288,-2.1037,-0.6456,0.0771,-1.3519,-1.5034,-4.89,-12.56,-41.44,39.11,-44.78,22.45,2,69.206,19.519585,-96.915565,4366.45,2.02,16.129032,13 / 15,86.7,88,3.999,262296,2014-11-08 13:57:17:356
-6.6882,4.9177,7.1982,-3.5403,5.649,7.1921,-3.1479,-0.7313,0.0061,0.3547,-0.2274,-0.6612,-12.41,-16.32,-38.04,78.76,-35.62,21.61,2,69.495,19.519585,-96.91555,4367.42,0.67,16.129032,13 / 15,86.7,88,3.999,262796,2014-11-08 13:57:17:856
-5.7569,4.9847,6.3698,-2.8834,5.7176,7.4274,-2.8734,-0.7328,-1.0576,-0.1864,-1.7298,-0.6697,-8.26,-12.26,-40.8,69.29,-36.81,29.03,2,74.655,19.519585,-96.91555,4367.42,0.67,16.129032,13 / 15,86.7,88,3.999,263297,2014-11-08 13:57:18:357
-2.7737,4.039,9.7408,-3.0654,3.9849,8.4199,0.2917,0.0541,1.3209,-1.0096,-1.1535,-1.6703,-15.89,-14.49,-36.3,92.66,-23.98,20,2,71.478,19.519585,-96.91555,4367.42,0.67,16.129032,15 / 15,86.7,88,3.999,263798,2014-11-08 13:57:18:858
-0.3962,4.367,9.5589,-1.0996,3.6933,9.0178,0.7033,0.6737,0.541,0.2381,-0.2245,0.1696,-19.66,-17.45,-32.72,102.21,-20.86,8.92,2,65.742,19.519585,-96.91555,4367.42,0.67,16.129032,15 / 15,86.7,88,3.999,264298,2014-11-08 13:57:19:358
-1.3384,3.4345,8.7927,-1.5729,3.311,9.0958,0.2346,0.1234,-0.3031,-0.0586,-0.0693,-0.2496,-18.05,-21.08,-31.41,114.5,-19.73,9.81,2,60.176,19.51958,-96.91554,4367.74,2.02,16.129032,15 / 15,86.7,88,3.999,264799,2014-11-08 13:57:19:859
-1.81,1.6005,6.0525,-1.9375,3.5109,8.9493,0.1275,-1.9104,-2.8968,0.5504,0.4775,-0.6031,-12.95,-27.92,-28.13,128.98,-19.38,9.54,2,60.432,19.51958,-96.91554,4367.74,2.02,16.129032,14 / 16,86.7,88,3.999,265299,2014-11-08 13:57:20:359
-3.6452,1.8687,7.3849,-3.5963,2.7474,8.6999,-0.0489,-0.8788,-1.315,-0.2928,0.14,-0.0612,-2.29,-29.89,-29.55,147.81,-16.06,19.91,2,58.292,19.51958,-96.91554,4367.74,2.02,16.129032,14 / 16,86.7,88,3.999,265799,2014-11-08 13:57:20:859
-5.4983,0.6536,8.2612,-3.9629,2.0823,8.7252,-1.5353,-1.4286,-0.464,0.0522,0.0071,0.3865,-5.98,-25.09,-33.58,130.51,-16.33,22.35,2,57.674,19.51958,-96.91554,4367.74,2.02,16.129032,16 / 16,86.7,88,3.999,266299,2014-11-08 13:57:21:359
-3.2406,4.2234,11.3689,-3.3791,1.6905,9.0496,0.1385,2.5328,2.3193,0.2879,-0.3377,-0.4189,-1.18,-27.34,-32.61,140.88,-11.22,22.85,2,57.711,19.51958,-96.915535,4367.74,0.67,16.129032,16 / 16,86.7,88,3.999,266799,2014-11-08 13:57:21:859
-6.1052,3.2046,7.6064,-4.7027,2.0691,8.3531,-1.4025,1.1356,-0.7467,-0.2127,0.0298,-1.1916,13.34,-33.66,-21.55,172.88,-18.02,26.5,2,69.116,19.51958,-96.915535,4367.74,0.67,16.129032,14 / 16,86.7,88,3.999,267299,2014-11-08 13:57:22:359
-4.2066,2.3296,10.3669,-4.6518,1.7662,8.4505,0.4452,0.5633,1.9164,0.0747,-0.0754,0.6827,6.65,-31.97,-28.24,168.94,-15.17,29.22,2,66.828,19.51958,-96.915535,4367.74,0.67,16.129032,14 / 16,86.7,88,3.999,267800,2014-11-08 13:57:22:860
-7.2389,0.0215,10.0006,-4.5693,1.4705,8.5516,-2.6696,-1.449,1.449,0.7212,1.0379,-1.762,16.23,-31.18,-24.08,186.07,-8.62,28.12,2,72.545,19.51958,-96.915535,4367.74,0.67,16.129032,15 / 16,86.7,88,3.999,268301,2014-11-08 13:57:23:361
-8.3821,1.488,9.1518,-6.9318,0.4011,6.9253,-1.4503,1.0869,2.2266,-0.9691,0.253,0.7571,23.97,-28.15,-20.86,189.17,-3.45,44.76,2,68.131,19.51958,-96.915535,4367.74,0.67,16.129032,15 / 16,86.7,88,3.999,268801,2014-11-08 13:57:23:861
-6.6343,0.4106,6.3231,-6.7813,0.1377,7.0828,0.147,0.2729,-0.7597,0.5465,-0.103,-0.5716,16.47,-25.69,-30,160.21,-0.8,43.75,2,57.368,19.519571,-96.91554,4368.06,2.02,16.129032,14 / 16,86.7,88,3.999,269301,2014-11-08 13:57:24:361
-3.5925,-1.1157,3.79,-6.3741,0.9662,7.3897,2.7816,-2.0819,-3.5997,0.2611,-0.5734,1.2323,24.57,-26.91,-20.82,191.76,-0.96,40.26,2,64.688,19.519571,-96.91554,4368.06,2.02,16.129032,14 / 16,86.7,88,3.999,269801,2014-11-08 13:57:24:861
-5.5138,0.8368,7.7225,-6.2958,0.6677,7.4892,0.7819,0.169,0.2333,0.0337,0.1086,0.9344,21.25,-27.79,-24.12,187.89,-2.48,39.62,2,66.904,19.519571,-96.91554,4368.06,2.02,16.129032,15 / 16,86.7,88,3.999,270301,2014-11-08 13:57:25:361
-7.6231,0.4693,9.9814,-5.6743,0.4063,7.988,-1.9488,0.063,1.9935,0.9159,-0.203,0.5097,13.27,-28.35,-28.47,168.89,-7.7,35.44,2,56.512,19.519567,-96.91555,4367.74,2.47,16.129032,15 / 16,86.7,88,3.999,270801,2014-11-08 13:57:25:861
-6.7564,1.8148,8.9112,-5.1892,0.7776,8.2848,-1.5672,1.0372,0.6264,0.8095,-0.09,-0.8368,20.39,-28.75,-23.74,185.62,-3.72,34.94,2,60.432,19.519567,-96.91555,4367.74,2.47,16.129032,15 / 16,86.7,88,3.999,271302,2014-11-08 13:57:26:362
-6.1591,0.9708,7.1419,-5.756,0.7463,7.9046,-0.4031,0.2245,-0.7627,-0.4084,0.6124,-0.5255,24.34,-28.5,-19.27,196.5,-8.56,30.7,2,57.944,19.519566,-96.91556,4367.74,1.8,16.129032,15 / 16,86.7,88,3.999,271803,2014-11-08 13:57:26:863
-6.4189,-0.1915,9.3111,-5.9272,0.7378,7.7778,-0.4916,-0.9293,1.5333,-0.8017,0.0727,1.1784,16.17,-29.53,-26.42,173.73,-4.31,37.31,2,57.741,19.519564,-96.91557,4367.74,1.58,16.129032,13 / 16,86.7,88,3.999,272304,2014-11-08 13:57:27:364
-6.2836,1.5742,6.6056,-6.474,0.3747,7.3565,0.1904,1.1995,-0.7509,-0.2601,0.1125,0.4026,9.54,-24.14,-34.95,145.51,-2.19,41.35,2,58.715,19.519564,-96.91557,4367.74,1.58,16.129032,13 / 16,86.7,88,3.999,272804,2014-11-08 13:57:27:864
-6.2489,0.4142,7.5346,-6.1317,0.6979,7.6214,-0.1172,-0.2837,-0.0869,0.1191,0.1137,0.1908,5.17,-23.26,-36.21,137.98,-4.08,38.82,2,64.147,19.519564,-96.91558,4368.06,1.13,16.129032,15 / 16,86.7,88,3.999,273306,2014-11-08 13:57:28:366
-4.3299,1.7849,7.859,-5.9556,1.3068,7.6807,1.6257,0.4781,0.1782,-0.2981,0.0554,0.152,1.74,-22.15,-37.41,130.12,-7.36,38.14,2,58.358,19.519564,-96.91558,4368.06,1.13,16.129032,15 / 16,86.7,88,3.999,273806,2014-11-08 13:57:28:866
-5.6503,1.7466,7.8578,-5.73,1.399,7.8346,0.0797,0.3475,0.0232,0.0678,-0.0449,0.0873,-1.16,-19.58,-39.13,124.1,-7.57,36.47,2,58.269,19.519571,-96.91558,4368.06,1.8,16.129032,14 / 16,86.7,88,3.999,274306,2014-11-08 13:57:29:366
-3.808,4.5945,10.6734,-2.8808,4.9968,7.9312,-0.9272,-0.4023,2.7422,3.8388,-3.2805,-1.5832,1.33,-28.58,-31.78,139.28,-13.77,38.1,2,58.32,19.519571,-96.91558,4368.06,1.8,16.129032,14 / 16,86.7,88,3.999,274806,2014-11-08 13:57:29:866
-2.5546,7.0485,6.4775,-0.642,6.4796,7.333,-1.9126,0.569,-0.8555,0.7973,-1.6015,-0.9623,13.25,-39.36,-4.72,201.83,-42.02,5.88,2,57.904,19.51958,-96.91558,4368.39,2.7,16.129032,15 / 16,86.7,88,3.999,275307,2014-11-08 13:57:30:367
0.4022,8.4779,6.3015,0.1083,7.7676,5.9852,0.2939,0.7103,0.3163,-0.0698,0.4223,0.01,17.02,-37.76,-1.2,216.92,-52.38,-1.04,2,57.55,19.51958,-96.91558,4368.39,2.7,16.129032,15 / 16,86.7,88,3.999,275807,2014-11-08 13:57:30:867
0.4752,8.4886,4.203,0.4694,8.2719,5.2466,0.0058,0.2168,-1.0435,-0.0473,-0.0095,-0.0676,13.83,-38.68,2.59,209.15,-57.51,-5.11,2,58.907,19.519585,-96.91559,4368.39,2.7,16.129032,14 / 16,86.7,88,3.999,276308,2014-11-08 13:57:31:368
0.4573,8.6898,4.6088,0.4726,8.4435,4.9653,0.2924,0.4941,-0.4415,0.0786,0.0115,0.0066,14.11,-38.46,2.62,210.45,-58.02,-3.72,2,64.478,19.519585,-96.91559,4368.39,2.7,16.129032,14 / 16,86.7,88,3.999,276809,2014-11-08 13:57:31:869
0.6979,8.8837,4.3479,0.5766,8.5432,4.7803,0.0172,0.3093,-0.205,0.0034,0.1447,0.0654,13.42,-38.42,3.92,207.9,-60.59,-6.88,2,58.907,19.519588,-96.9156,4368.39,1.8,16.129032,15 / 16,86.7,88,3.999,277309,2014-11-08 13:57:32:369
0.6452,8.7508,4.464,0.621,8.585,4.6992,0.0889,0.355,-0.4088,-0.0795,-0.0371,0.0176,12.67,-38.44,4.05,208.3,-61.56,-7.21,2,60.81,19.519588,-96.9156,4368.39,1.8,16.129032,15 / 16,86.7,88,3.999,277809,2014-11-08 13:57:32:869
0.7099,8.752,4.4017,0.7182,8.6732,4.5199,0.0144,0.135,-0.1612,-0.0547,0.0181,-0.041,12.69,-38.66,4.1,207.54,-62.16,-8.78,2,65.433,19.519588,-96.9156,4368.39,1.8,16.129032,15 / 16,86.7,88,3.999,278309,2014-11-08 13:57:33:369
0.905,8.9364,4.3598,0.8109,8.685,4.4815,0.2306,0.3292,0.3248,-0.0517,-0.01,0.0088,12.29,-39.09,3.5,205.28,-62.33,-10.26,2,65.972,19.519588,-96.9156,4368.39,1.8,16.129032,15 / 16,86.7,88,3.999,278810,2014-11-08 13:57:33:870
0.6129,8.588,4.616,0.8354,8.6972,4.4532,-0.2225,-0.1092,0.1628,-0.0468,0.0671,-0.083,12.22,-38.98,3.47,206.38,-62.42,-10.74,2,61.169,19.519588,-96.9156,4368.39,1.8,16.129032,15 / 16,86.7,88,3.999,279310,2014-11-08 13:57:34:370
0.7985,8.6694,4.6196,0.8443,8.7279,4.391,-0.0459,-0.0585,0.2286,-0.0556,-0.0083,-0.0142,11.9,-39,3.86,205.33,-62.87,-10.88,2,60.976,19.519629,-96.91526,,,164.51613,15 / 16,86.7,88,3.999,279810,2014-11-08 13:57:34:870
1.0846,8.7616,4.4628,0.9647,8.735,4.352,0.1199,0.0266,0.1108,0.0059,0.0481,-0.0146,11.73,-39.02,4.09,204.63,-62.84,-12.7,2,62.512,19.519629,-96.91526,,,164.51613,15 / 16,86.7,88,3.999,280311,2014-11-08 13:57:35:371
0.8882,8.7891,4.3215,0.953,8.7926,4.237,-0.0648,-0.0035,0.0845,0.0224,0.0205,-0.0073,11.92,-38.85,4.35,205.09,-63.71,-12.68,2,60.133,19.519629,-96.91526,,,164.51613,15 / 16,86.7,88,3.999,280811,2014-11-08 13:57:35:871
-0.4369,8.3929,4.063,-0.239,9.1052,3.6344,-0.198,-0.7123,0.4285,-0.5519,2.5725,0.2037,9.8,-38.04,10.27,201.82,-68.88,-3.23,2,60.435,19.519629,-96.91526,,,164.51613,15 / 16,86.7,88,3.999,281311,2014-11-08 13:57:36:371
-2.0351,7.5561,5.7533,-1.7181,7.651,5.889,-0.317,-0.0949,-0.1357,0.3055,0.2691,-0.0066,-7.93,-40.07,-6.6,158.53,-51.28,16.26,2,61.273,19.519629,-96.91526,,,164.51613,15 / 16,86.7,88,3.999,281812,2014-11-08 13:57:36:872
-1.9549,6.2213,6.7588,-0.9036,7.0493,6.7574,-1.0513,-0.8279,0.0015,-0.3201,1.1496,1.0293,-18.37,-33.04,-17.82,127.55,-47.26,7.45,2,66.314,19.519629,-96.91526,,,164.51613,16 / 16,86.7,88,3.999,282313,2014-11-08 13:57:37:373
-1.1277,6.3231,6.5984,-0.2945,7.0892,6.7696,-0.8331,-0.7661,-0.1712,-0.3538,0.9769,0.5231,-23.09,-22.81,-27.01,83.19,-46.29,2.49,2,67.277,19.519629,-96.91526,,,164.51613,16 / 16,86.7,88,3.999,282814,2014-11-08 13:57:37:874
-0.7195,6.8199,7.835,-0.9399,7.0386,6.7635,0.2204,-0.2187,1.0715,-0.2406,0.8615,0.6192,-17.93,-14.62,-36.32,65.61,-46.01,4.51,2,63.668,19.519629,-96.91526,,,164.51613,15 / 16,86.7,88,3.999,283314,2014-11-08 13:57:38:374
-1.5646,7.6818,9.7612,-1.6717,5.7935,7.7338,0.107,1.8883,2.0274,-0.6739,0.2152,0.0217,-7.65,-3.49,-42.56,31.09,-41.21,9.47,2,61.074,19.519629,-96.91526,,,164.51613,15 / 16,86.7,88,3.999,283814,2014-11-08 13:57:38:874
-2.654,6.5206,7.2173,-3.00E-04,6.8201,7.0468,-2.6537,-0.2995,0.1706,-0.2015,0.011,-0.3164,-14.24,-7.1,-40.29,34.95,-45.46,3.03,2,60.233,19.519587,-96.91559,4369.35,1.35,16.129032,16 / 16,86.7,88,3.999,284315,2014-11-08 13:57:39:375
-0.3053,6.5122,7.7213,-0.2168,6.126,7.6548,-0.0885,0.3863,0.0665,0.1703,-0.6629,-0.4909,-15.35,-3.64,-40.33,36.23,-39.52,4.67,2,60.51,19.519587,-96.91559,4369.35,1.35,16.129032,16 / 16,86.7,88,3.999,284815,2014-11-08 13:57:39:875
-2.393,5.381,7.3981,-2.4151,5.0377,8.0597,0.0221,0.3433,-0.6617,-0.6353,0.8281,0.1791,-9.03,-0.75,-42.3,48.21,-30.91,16.68,2,65.78,19.519587,-96.91558,4369.68,1.58,16.129032,16 / 16,86.7,88,3.999,285316,2014-11-08 13:57:40:376
-3.061,3.96,8.1965,-1.7165,4.7187,8.4237,-1.3445,-0.7587,-0.2271,-0.6685,-0.1471,0.2357,-7.61,2.94,-42.52,45.78,-27.97,18.41,2,64.681,19.519587,-96.91558,4369.68,1.58,16.129032,16 / 16,86.7,88,3.999,285816,2014-11-08 13:57:40:876
-1.5107,6.3853,7.8195,-1.4878,5.746,7.8064,-0.0229,0.6393,0.0131,1.1911,-2.0011,-1.4775,-11.9,-1.54,-41.89,42.78,-35.87,10.79,2,60.533,19.519587,-96.91558,4369.68,1.58,16.129032,16 / 16,86.7,88,3.999,286316,2014-11-08 13:57:41:376
-1.3108,6.1112,7.4939,-1.4821,5.1586,8.2074,1.1261,1.0259,-0.7826,0.1493,-0.0464,-0.3145,-19.1,-8.7,-38.1,68.08,-31.74,10.24,2,59.863,19.519585,-96.91557,4370,2.25,16.129032,16 / 16,86.7,88,3.999,286816,2014-11-08 13:57:41:876
-0.6716,2.2901,9.0501,-1.0139,4.6581,8.57,-0.6778,-1.8449,0.3239,-0.7568,-0.4875,0.427,-20.18,-10.08,-35.76,77.52,-33.79,11.95,2,62.766,19.519585,-96.91557,4370,2.25,16.129032,16 / 16,86.7,88,3.999,287316,2014-11-08 13:57:42:376
-0.6584,6.9372,9.7073,-1.1744,5.1546,8.2596,-0.8726,-3.033,1.4846,-0.2118,0.0703,-1.2248,-17.19,-4.05,-38.46,55.73,-31.71,8.09,2,63.532,19.519585,-96.915565,4370.65,2.02,16.129032,16 / 16,86.7,88,3.999,287817,2014-11-08 13:57:42:877
-3.0155,3.6188,9.3146,-2.7653,3.1487,8.8662,-0.2119,0.9003,-0.318,0.1742,-0.518,-0.852,-15.07,-7.72,-38.91,79,-19.52,29.31,2,61.706,19.519587,-96.91556,4370.65,1.13,16.129032,16 / 16,86.7,88,3.999,288319,2014-11-08 13:57:43:379
-2.7677,2.6037,8.8119,-2.2629,4.4849,8.4223,-0.1942,-0.9607,0.7971,-0.4094,-0.1498,-0.0581,-19.3,-16.51,-34.22,94.96,-27.22,15.04,2,71.792,19.519587,-96.91556,4370.65,1.13,16.129032,16 / 16,86.7,88,3.999,288820,2014-11-08 13:57:43:880
-2.3703,3.7565,9.4906,-2.219,4.1068,8.6244,0.1274,0.4731,-0.5555,0.1483,-0.5333,-0.5716,-18.46,-23.05,-30.85,110.51,-26.16,15.26,2,70.909,19.519587,-96.91556,4370.65,1.13,16.129032,16 / 16,86.7,88,3.999,289320,2014-11-08 13:57:44:380
-1.6927,4.2413,9.1291,-2.005,4.0065,8.7235,0.1649,-0.437,-0.4204,0.1747,0.1369,0.5375,-18.82,-25.11,-29.25,117.48,-24.11,12.94,2,61.149,19.519587,-96.91556,4370.65,1.13,16.129032,16 / 16,86.7,88,3.999,289820,2014-11-08 13:57:44:880
-2.1117,4.6064,7.5717,-2.8018,4.4564,8.2741,0.4004,-0.5457,0.7232,-0.4553,0.5453,0.7136,-18.4,-17.9,-34.5,102.67,-28.59,18.47,2,57.828,19.519588,-96.91555,4370.32,0.9,16.129032,16 / 16,86.7,88,3.999,290320,2014-11-08 13:57:45:380
-2.1727,4.2066,8.7125,-2.3864,3.9832,8.6377,0.3728,0.0027,0.1084,0.1669,-0.0371,-0.2357,-18.65,-11.36,-37.26,85.96,-25.23,16.27,2,56.024,19.519588,-96.91555,4370.32,0.9,16.129032,16 / 16,86.7,88,3.999,290820,2014-11-08 13:57:45:880
-2.2793,4.5155,8.2109,-2.194,4.3137,8.5293,-0.1535,0.1231,-0.3006,-0.0317,0.2591,0.1759,-19.88,-15.46,-34.26,92.52,-25.75,13.65,2,58.894,19.519588,-96.91555,4370.32,0.9,16.129032,15 / 16,86.7,88,4.021,291320,2014-11-08 13:57:46:380
-1.3443,4.6507,8.1774,-1.5574,4.6613,8.4863,0.0968,0.0448,-0.04,-0.0073,-0.009,0.0022,-21.74,-13.51,-33.92,86.52,-28.38,10.4,2,55.803,19.519588,-96.91555,4370.32,0.9,16.129032,15 / 16,86.7,88,4.021,291820,2014-11-08 13:57:46:880
-1.3575,4.7537,8.3641,-1.5637,4.5522,8.5442,-0.1135,-0.1794,-0.191,0.001,-0.0632,0.1366,-21.48,-12.93,-34.31,85.19,-27.66,10.37,2,52.816,19.519588,-96.91555,4370.32,0.9,16.129032,16 / 16,86.7,88,4.021,292320,2014-11-08 13:57:47:380
-1.664,4.5322,8.1594,-1.6822,4.4859,8.5567,0.0827,0.16,0.0784,0.0839,0.0188,0.021,-21.42,-12.71,-34.9,86.11,-26.61,11.45,2,53.577,19.519588,-96.91555,4370.32,0.9,16.129032,16 / 16,86.7,88,4.021,292820,2014-11-08 13:57:47:880
-1.6903,4.3155,8.7281,-1.784,4.4002,8.5805,0.351,0.2007,-0.1787,0.0073,-0.0476,-0.0041,-21.25,-12.87,-35.12,85.62,-27.13,11.68,2,58.773,19.519588,-96.91555,4370.32,0.9,16.129032,16 / 16,86.7,88,4.021,293320,2014-11-08 13:57:48:380
-1.3922,4.634,8.5461,-1.6039,4.3866,8.623,0.0442,0.1585,-0.0028,0.0078,-0.0625,-0.1188,-22.13,-13.04,-34.56,86.08,-26.71,11.02,2,58.551,19.519588,-96.91555,4370.32,0.9,16.129032,16 / 16,86.7,88,4.021,293820,2014-11-08 13:57:48:880
-1.5957,4.5765,8.7688,-1.5603,4.3079,8.6705,0.1696,0.2522,-0.0327,0.0454,-0.0647,-0.2276,-22.4,-15.24,-33.26,91.48,-26.4,10.11,2,52.58,19.519588,-96.91555,4370.32,0.9,16.129032,16 / 16,86.7,88,4.021,294321,2014-11-08 13:57:49:381
-0.6776,4.4341,8.6814,-1.5169,3.9206,8.8599,1.2644,0.0023,-1.1707,-0.2694,-0.506,-0.3447,-21.42,-18.91,-31.93,99.61,-25.27,11.25,2,52.288,19.519588,-96.91555,4370.32,0.9,16.129032,16 / 16,86.7,88,4.021,294821,2014-11-08 13:57:49:881
-0.4884,4.4005,9.5229,-1.4113,3.6124,9.0072,0.1412,1.2077,-1.7857,0.2298,-0.2791,-0.121,-19.75,-23.07,-29.99,115.43,-21.61,8.91,2,74.075,19.519588,-96.91555,4370.32,0.9,16.129032,15 / 16,86.7,88,4.021,295322,2014-11-08 13:57:50:382
-0.7793,4.6376,9.7683,-1.2212,4.2784,8.7393,0.5355,0.1014,0.6534,0.4153,-0.2289,-0.363,-18.87,-28.04,-25.79,120.93,-24.67,8.56,2,77.019,19.519588,-96.91555,4370.32,0.9,16.129032,15 / 16,86.7,88,4.021,295822,2014-11-08 13:57:50:882
-2.3487,4.4508,6.9348,-1.5747,3.713,8.9389,-0.85,-0.2337,1.9747,-0.2381,-0.2835,-0.1852,-11.19,-33.32,-22.9,146.84,-22.25,9.99,2,75.6,19.519588,-96.91555,4370.32,0.9,16.129032,15 / 16,86.7,88,4.021,296323,2014-11-08 13:57:51:383
-0.3891,2.0734,7.428,-0.8287,3.5184,9.1162,0.9571,-0.4298,-2.9406,0.1644,-0.6029,-0.7776,-15.52,-29.97,-23.89,136.63,-21.8,6.4,2,75.295,19.519588,-96.91555,4370.32,0.9,16.129032,15 / 16,86.7,88,4.021,296824,2014-11-08 13:57:51:884
-1.0451,3.4895,7.4915,-0.8988,3.8074,8.9926,-0.5896,-0.0985,-3.132,0.3801,0.1725,0.4877,-13.89,-32.22,-21.29,143.84,-22.85,5.71,2,71.15,19.519575,-96.91554,4372.26,1.8,16.129032,15 / 16,86.7,88,4.021,297325,2014-11-08 13:57:52:385
-0.6728,4.0869,8.1223,-0.9459,4.3436,8.7412,-0.1747,-1.604,-1.0789,-0.0117,-0.0712,0.1601,-18.74,-28.45,-23.26,126.44,-26.41,6.59,2,70.449,19.519575,-96.91554,4372.26,1.8,16.129032,15 / 16,86.7,88,4.021,297825,2014-11-08 13:57:52:885
-0.747,3.9433,6.7552,-0.8686,4.2721,8.7844,-0.093,-0.8798,-0.0288,-0.2093,-0.1493,-0.8234,-16.77,-30.73,-21.68,135.02,-25.83,5.65,2,73.56,19.519567,-96.91554,4372.26,2.25,16.129032,13 / 16,86.7,88,4.021,298326,2014-11-08 13:57:53:386
-1.67,3.5889,9.2464,-0.9691,3.3894,9.1511,0.0365,0.1805,0.7808,0.0571,0.0898,0.5041,-15.59,-28.49,-25.54,136.05,-17.27,6.68,2,54.767,19.519567,-96.91554,4372.26,2.25,16.129032,13 / 16,86.7,88,4.021,298826,2014-11-08 13:57:53:886
-1.7825,3.9193,9.1746,-0.9387,3.4904,9.1163,0.1668,-0.2274,0.0555,0.0015,0.437,0.235,-21.46,-22.45,-27.75,115.66,-20.85,5.88,2,69.585,19.519564,-96.915535,4372.58,2.25,16.129032,16 / 16,86.7,88,4.021,299326,2014-11-08 13:57:54:386
1.3132,3.4022,8.6945,0.156,2.7672,9.4068,-0.0092,-0.0676,-0.7192,-0.1191,0.8659,0.7415,-26.2,-16.94,-27.08,109.14,-19.87,-3.32,2,72.938,19.519564,-96.915535,4372.58,2.25,16.129032,16 / 16,86.7,88,4.021,299826,2014-11-08 13:57:54:886
-0.9385,3.5506,8.6838,0.3836,2.7354,9.4096,-0.9896,0.1469,-0.0687,-0.3338,0.3462,0.4118,-27.53,-2.9,-31.18,77.18,-16.2,-2.33,2,72.345,19.51956,-96.915535,4372.58,1.8,16.129032,16 / 16,86.7,88,4.021,300327,2014-11-08 13:57:55:387
0.7362,-0.0934,8.1798,0.3736,3.8733,9.0016,-0.0463,-1.9444,0.4208,0.0234,0.1469,0.6775,-24.38,1.41,-34.56,63.26,-22.82,-2.62,2,68.813,19.51956,-96.915535,4372.58,1.8,16.129032,16 / 16,86.7,88,4.021,300827,2014-11-08 13:57:55:887
0.9421,1.9585,9.7791,0.812,2.748,9.3787,0.2707,-0.2879,0.2568,-0.7134,0.0115,-0.0886,-17.28,12.93,-36.21,31.09,-16.27,-4.95,2,58.766,19.519564,-96.91553,4373.55,1.58,16.129032,15 / 16,86.7,88,4.021,301328,2014-11-08 13:57:56:388
0.4908,1.4868,11.3066,0.63,1.4378,9.6802,-0.0753,0.099,1.6152,-0.0381,-0.3425,-0.1142,-16.04,15.82,-34.58,35.62,-7.86,-1.9,2,73.044,19.519564,-96.91553,4373.55,1.58,16.129032,15 / 16,86.7,88,4.021,301829,2014-11-08 13:57:56:889
0.4381,0.6261,10.75,1.0351,1.0352,9.6968,-0.5969,-0.4091,1.0532,0.0381,0.0188,-0.2006,-17.71,15.65,-33.38,35.96,-6.29,-4.41,2,74.094,19.519566,-96.91552,4374.52,2.02,16.129032,15 / 16,86.7,88,4.021,302329,2014-11-08 13:57:57:389
-0.1125,0.4082,7.9895,0.1287,1.3582,9.7113,-0.2413,-0.95,-1.7218,0.2874,0.121,0.801,-14.97,16.9,-35.18,33.8,-7.96,-0.76,2,53.35,19.519566,-96.91552,4374.52,2.02,16.129032,15 / 16,86.7,88,4.021,302829,2014-11-08 13:57:57:889
-0.1233,2.6432,9.0381,0.0226,2.3616,9.518,-0.1459,0.2816,-0.4799,0.2001,-0.1256,0.2615,-10.51,15.55,-38.12,23.84,-13.93,-0.14,2,56.539,19.519566,-96.91552,4374.52,2.02,16.129032,15 / 16,86.7,88,4.021,303329,2014-11-08 13:57:58:389
0.2227,3.4596,10.0353,4.00E-04,2.224,9.5511,0.2223,1.2356,0.4842,-0.1986,-0.375,0.3108,-5.49,16.08,-39.21,14.5,-17.21,2.82,2,60.051,19.519566,-96.91552,4374.52,2.02,16.129032,15 / 16,86.7,88,4.021,303830,2014-11-08 13:57:58:890
0.4525,1.7478,7.9392,0.6291,1.3645,9.6909,-0.1766,0.3833,-1.7517,-0.283,-0.3611,-0.1225,-7.18,21.51,-35.72,9.83,-8,-3.71,2,52.576,19.519571,-96.91552,4375.16,1.13,16.129032,16 / 16,86.7,88,4.021,304331,2014-11-08 13:57:59:391
-1.2246,0.4058,13.0029,0.201,0.8557,9.7672,-1.4257,-0.4498,3.2357,-0.3626,-0.5782,-0.1945,-4.27,19.34,-35.23,9.21,-8.54,-0.18,2,57.525,19.519571,-96.91552,4375.16,1.13,16.129032,16 / 16,86.7,88,4.021,304831,2014-11-08 13:57:59:891
0.5962,-0.6632,11.3054,0.2143,1.0553,9.7474,0.3819,-1.7185,1.5581,0.2718,0.1303,0.2098,-2.01,13.34,-29.4,4.85,-6.18,-1.26,2,54.137,19.519571,-96.91552,4375.16,1.13,16.129032,15 / 16,86.7,88,4.021,305332,2014-11-08 13:58:00:392
